"Id","Year","Fiscal Year","DEPARTMENT","DIVISION","SECTION","FUND TYPE","FUND GROUP","FUND NAME","EXP/REV","OJBECT CLASS","ACCOUNT CATEGORY","ACCOUNT NAME","BUDGET AMOUNT"
"15556","2016","FY2015/16","Parks and Recreation","Recreation Operations Division","Teen Services","Other Governmental Funds","Other Governmental Funds","Special Recreation","Revenues","Charges, Fees, and Services","Charges, Fees, & Services Accounts","Community Services Fees","50000"
"15557","2015","FY2014/15","Parks and Recreation","Recreation Operations Division","Teen Services","Other Governmental Funds","Other Governmental Funds","Special Recreation","Revenues","Charges, Fees, and Services","Charges, Fees, & Services Accounts","Community Services Fees","50000"
"15558","2016","FY2015/16","Parks and Recreation","Recreation Operations Division","Teen Services","General Fund","General Funds","General Fund","Expenses","Other Services and Supplies","General Supplies","Computer Supplies","50"
"15559","2015","FY2014/15","Parks and Recreation","Recreation Operations Division","Teen Services","General Fund","General Funds","General Fund","Expenses","Other Services and Supplies","General Supplies","Computer Supplies","50"
"15560","2015","FY2014/15","Parks and Recreation","Recreation Operations Division","Teen Services","General Fund","General Funds","General Fund","Expenses","Employee Services","Employer Paid Taxes","Worker's Compensation","12278"
"15561","2015","FY2014/15","Parks and Recreation","Recreation Operations Division","Teen Services","General Fund","General Funds","General Fund","Expenses","Other Services and Supplies","General Supplies","Small Tools And Equipment","1824"
"15562","2016","FY2015/16","Parks and Recreation","Recreation Operations Division","Teen Services","General Fund","General Funds","General Fund","Expenses","Other Services and Supplies","General Supplies","Recreational Supplies","20079"
"15563","2015","FY2014/15","Parks and Recreation","Recreation Operations Division","Teen Services","General Fund","General Funds","General Fund","Expenses","Other Services and Supplies","General Supplies","Recreational Supplies","20079"
"15564","2016","FY2015/16","Parks and Recreation","Recreation Operations Division","Teen Services","General Fund","General Funds","General Fund","Expenses","Employee Services","Employer Paid Taxes","Medicare Insurance","12559"
"15565","2015","FY2014/15","Parks and Recreation","Recreation Operations Division","Teen Services","General Fund","General Funds","General Fund","Expenses","Employee Services","Labor Adjustments","Base Labor Increase","4500"
"15566","2016","FY2015/16","Parks and Recreation","Recreation Operations Division","Teen Services","General Fund","General Funds","General Fund","Expenses","Employee Services","Employer Paid Taxes","Worker's Compensation","8662"
"15567","2015","FY2014/15","Parks and Recreation","Recreation Operations Division","Teen Services","General Fund","General Funds","General Fund","Expenses","Employee Services","Employer Paid Taxes","FICA - OASDI","51553"
"15568","2016","FY2015/16","Parks and Recreation","Recreation Operations Division","Teen Services","General Fund","General Funds","General Fund","Expenses","Employee Services","Employer Paid Taxes","State Unemployment Insurance","7305"
"15569","2015","FY2014/15","Parks and Recreation","Recreation Operations Division","Teen Services","General Fund","General Funds","General Fund","Expenses","Employee Services","Employer Paid Taxes","State Unemployment Insurance","7242"
"15570","2015","FY2014/15","Parks and Recreation","Recreation Operations Division","Teen Services","General Fund","General Funds","General Fund","Expenses","Employee Services","Employer Paid Taxes","Medicare Insurance","12057"
"15571","2016","FY2015/16","Parks and Recreation","Recreation Operations Division","Teen Services","General Fund","General Funds","General Fund","Expenses","Employee Services","Employer Paid Taxes","FICA - OASDI","53702"
"15572","2016","FY2015/16","Parks and Recreation","Recreation Operations Division","Teen Services","General Fund","General Funds","General Fund","Expenses","Employee Services","Employee Benefits","PERS Retirement","45966"
"15573","2016","FY2015/16","Parks and Recreation","Recreation Operations Division","Teen Services","General Fund","General Funds","General Fund","Expenses","Employee Services","Employee Benefits","Clothing and Uniforms","2064"
"15574","2015","FY2014/15","Parks and Recreation","Recreation Operations Division","Teen Services","General Fund","General Funds","General Fund","Expenses","Employee Services","Employee Benefits","Clothing and Uniforms","2064"
"15575","2016","FY2015/16","Parks and Recreation","Recreation Operations Division","Teen Services","General Fund","General Funds","General Fund","Expenses","Employee Services","Employee Benefits","Automobile Allowance","1818"
"15576","2015","FY2014/15","Parks and Recreation","Recreation Operations Division","Teen Services","General Fund","General Funds","General Fund","Expenses","Employee Services","Employee Benefits","Automobile Allowance","1818"
"15577","2016","FY2015/16","Parks and Recreation","Recreation Operations Division","Teen Services","General Fund","General Funds","General Fund","Expenses","Employee Services","Employee Benefits","Longevity","100"
"15578","2016","FY2015/16","Parks and Recreation","Recreation Operations Division","Teen Services","General Fund","General Funds","General Fund","Expenses","Employee Services","Employee Benefits","Deferred Compensation No 1","9075"
"15579","2015","FY2014/15","Parks and Recreation","Recreation Operations Division","Teen Services","General Fund","General Funds","General Fund","Expenses","Employee Services","Employee Benefits","Deferred Compensation No 1","7509"
"15580","2016","FY2015/16","Parks and Recreation","Recreation Operations Division","Teen Services","General Fund","General Funds","General Fund","Expenses","Labor and Supply Offset","Interfund Reimbursement","Grant Labor Reimbursement","-13118"
"15581","2015","FY2014/15","Parks and Recreation","Recreation Operations Division","Teen Services","General Fund","General Funds","General Fund","Expenses","Labor and Supply Offset","Interfund Reimbursement","Grant Labor Reimbursement","-198000"
"15582","2016","FY2015/16","Parks and Recreation","Recreation Operations Division","Teen Services","General Fund","General Funds","General Fund","Expenses","Labor and Supply Offset","Interfund Reimbursement","Measure U Labor Reimbursement","-117282"
"15583","2016","FY2015/16","Parks and Recreation","Recreation Operations Division","Teen Services","General Fund","General Funds","General Fund","Expenses","Labor and Supply Offset","Interfund Reimbursement","Measure U Labor Reimbursement","-5572"
"15584","2016","FY2015/16","Parks and Recreation","Recreation Operations Division","Teen Services","General Fund","General Funds","General Fund","Expenses","City Property","Property Accounts","Computer Equipment","50"
"15585","2016","FY2015/16","Parks and Recreation","Recreation Operations Division","Teen Services","Other Governmental Funds","Other Governmental Funds","Special Recreation","Expenses","Labor and Supply Offset","Interfund Reimbursement","Other Cost Reimbursement - DR","22000"
"15586","2015","FY2014/15","Parks and Recreation","Recreation Operations Division","Teen Services","Other Governmental Funds","Other Governmental Funds","Special Recreation","Expenses","Labor and Supply Offset","Interfund Reimbursement","Other Cost Reimbursement - DR","22000"
"15587","2016","FY2015/16","Parks and Recreation","Recreation Operations Division","Teen Services","General Fund","General Funds","General Fund","Expenses","Other Services and Supplies","Other Objects","Memberships Licenses and Dues","35"
"15588","2015","FY2014/15","Parks and Recreation","Recreation Operations Division","Teen Services","General Fund","General Funds","General Fund","Expenses","Other Services and Supplies","Other Objects","Memberships Licenses and Dues","35"
"15589","2015","FY2014/15","Parks and Recreation","Recreation Operations Division","Teen Services","General Fund","General Funds","General Fund","Expenses","Labor and Supply Offset","Interfund Reimbursement","Other Cost Reimbursement - CR","-22000"
"15590","2016","FY2015/16","Parks and Recreation","Recreation Operations Division","Teen Services","General Fund","General Funds","General Fund","Expenses","Labor and Supply Offset","Interfund SerProvided","Central Services Mail Charges","220"
"15591","2015","FY2014/15","Parks and Recreation","Recreation Operations Division","Teen Services","General Fund","General Funds","General Fund","Expenses","Labor and Supply Offset","Interfund SerProvided","Central Services Mail Charges","220"
"15592","2016","FY2015/16","Parks and Recreation","Recreation Operations Division","Teen Services","General Fund","General Funds","General Fund","Expenses","Other Services and Supplies","Food","Food - Food Programs","5913"
"15593","2015","FY2014/15","Parks and Recreation","Recreation Operations Division","Teen Services","General Fund","General Funds","General Fund","Expenses","City Property","Property Accounts","Computer Equipment","50"
"15594","2016","FY2015/16","Parks and Recreation","Recreation Operations Division","Teen Services","General Fund","General Funds","General Fund","Expenses","Other Services and Supplies","Books and Periodicals","Books & Periodicals","88"
"15595","2015","FY2014/15","Parks and Recreation","Recreation Operations Division","Teen Services","General Fund","General Funds","General Fund","Expenses","Other Services and Supplies","Books and Periodicals","Books & Periodicals","88"
"15596","2016","FY2015/16","Parks and Recreation","Recreation Operations Division","Teen Services","General Fund","General Funds","General Fund","Expenses","Other Services and Supplies","General Supplies","Small Tools And Equipment","1824"
"15597","2015","FY2014/15","Parks and Recreation","Recreation Operations Division","Teen Services","General Fund","General Funds","General Fund","Expenses","Other Services and Supplies","Food","Food - Food Programs","5913"
"15598","2016","FY2015/16","Parks and Recreation","Recreation Operations Division","Teen Services","General Fund","General Funds","General Fund","Expenses","Other Services and Supplies","Energy and Fuel","Fuel","1284"
"15599","2015","FY2014/15","Parks and Recreation","Recreation Operations Division","Teen Services","General Fund","General Funds","General Fund","Expenses","Other Services and Supplies","Energy and Fuel","Fuel","2034"
"15600","2016","FY2015/16","Parks and Recreation","Recreation Operations Division","Teen Services","General Fund","General Funds","General Fund","Expenses","Employee Services","Labor Adjustments","Department Labor Reduction","-30221"
"15601","2016","FY2015/16","Parks and Recreation","Recreation Operations Division","Teen Services","General Fund","General Funds","General Fund","Expenses","Employee Services","Labor Adjustments","Department Labor Reduction","13118"
"15602","2015","FY2014/15","Parks and Recreation","Recreation Operations Division","Teen Services","General Fund","General Funds","General Fund","Expenses","Employee Services","Labor Adjustments","Department Labor Reduction","-30221"
"15603","2016","FY2015/16","Parks and Recreation","Recreation Operations Division","Teen Services","General Fund","General Funds","General Fund","Expenses","Other Services and Supplies","Other Purchased Services","Cellular Telephone","5000"
"15604","2015","FY2014/15","Parks and Recreation","Recreation Operations Division","Teen Services","General Fund","General Funds","General Fund","Expenses","Other Services and Supplies","Other Purchased Services","Cellular Telephone","5000"
"15605","2016","FY2015/16","Parks and Recreation","Recreation Operations Division","Teen Services","General Fund","General Funds","General Fund","Expenses","Other Services and Supplies","Other Purchased Services","Telephone","1122"
"15606","2016","FY2015/16","Community Development","Administration Division","Administrative Services","General Fund","General Funds","General Fund","Expenses","Other Services and Supplies","Purchased Prof and Tech Svcs","Contracted Instructional Svcs","20000"
"15607","2015","FY2014/15","Community Development","Administration Division","Administrative Services","General Fund","General Funds","General Fund","Expenses","Other Services and Supplies","Purchased Prof and Tech Svcs","Contracted Instructional Svcs","20000"
"15608","2015","FY2014/15","Community Development","Administration Division","Administrative Services","General Fund","General Funds","General Fund","Expenses","Other Services and Supplies","Purchased Property Services","Computer Software Maintenance","41600"
"15609","2016","FY2015/16","Community Development","Administration Division","Administrative Services","General Fund","General Funds","General Fund","Expenses","Other Services and Supplies","Purchased Property Services","Computer Hardware Maintenance","2300"
"15610","2015","FY2014/15","Community Development","Administration Division","Administrative Services","General Fund","General Funds","General Fund","Expenses","Other Services and Supplies","Purchased Property Services","Computer Hardware Maintenance","2300"
"15611","2016","FY2015/16","Community Development","Administration Division","Administrative Services","General Fund","General Funds","General Fund","Expenses","Other Services and Supplies","Purchased Property Services","Repair And Maintenance Service","4000"
"15612","2015","FY2014/15","Community Development","Administration Division","Administrative Services","General Fund","General Funds","General Fund","Expenses","Other Services and Supplies","Purchased Property Services","Repair And Maintenance Service","4000"
"15613","2016","FY2015/16","Community Development","Administration Division","Administrative Services","General Fund","General Funds","General Fund","Expenses","Other Services and Supplies","Purchased Prof and Tech Svcs","Other Technical Services","5000"
"15614","2015","FY2014/15","Community Development","Administration Division","Administrative Services","General Fund","General Funds","General Fund","Expenses","Other Services and Supplies","Purchased Prof and Tech Svcs","Other Technical Services","5000"
"15615","2015","FY2014/15","Community Development","Administration Division","Administrative Services","General Fund","General Funds","General Fund","Expenses","Other Services and Supplies","Other Purchased Services","Telephone","12337"
"15616","2016","FY2015/16","Community Development","Administration Division","Administrative Services","General Fund","General Funds","General Fund","Expenses","Other Services and Supplies","Purchased Property Services","Rental Of Vehicles","9174"
"15617","2015","FY2014/15","Community Development","Administration Division","Administrative Services","General Fund","General Funds","General Fund","Expenses","Other Services and Supplies","Purchased Property Services","Rental Of Vehicles","9292"
"15618","2016","FY2015/16","Community Development","Administration Division","Administrative Services","General Fund","General Funds","General Fund","Expenses","Other Services and Supplies","Purchased Property Services","Rental Of Equipment","38000"
"15619","2015","FY2014/15","Community Development","Administration Division","Administrative Services","General Fund","General Funds","General Fund","Expenses","Other Services and Supplies","Purchased Property Services","Rental Of Equipment","38000"
"15620","2016","FY2015/16","Community Development","Administration Division","Administrative Services","General Fund","General Funds","General Fund","Expenses","Other Services and Supplies","Purchased Property Services","Computer Software Maintenance","41600"
"15621","2015","FY2014/15","Community Development","Administration Division","Administrative Services","General Fund","General Funds","General Fund","Expenses","Other Services and Supplies","Other Purchased Services","Printing And Binding","12371"
"15622","2016","FY2015/16","Community Development","Administration Division","Administrative Services","General Fund","General Funds","General Fund","Expenses","Other Services and Supplies","Other Purchased Services","Other Advertising","2000"
"15623","2015","FY2014/15","Community Development","Administration Division","Administrative Services","General Fund","General Funds","General Fund","Expenses","Other Services and Supplies","Other Purchased Services","Other Advertising","2000"
"15624","2016","FY2015/16","Community Development","Administration Division","Administrative Services","General Fund","General Funds","General Fund","Expenses","Other Services and Supplies","Other Purchased Services","Personnel Recruitment Advertis","200"
"15625","2015","FY2014/15","Community Development","Administration Division","Administrative Services","General Fund","General Funds","General Fund","Expenses","Other Services and Supplies","Other Purchased Services","Personnel Recruitment Advertis","200"
"15626","2016","FY2015/16","Community Development","Administration Division","Administrative Services","General Fund","General Funds","General Fund","Expenses","Other Services and Supplies","Other Purchased Services","Cellular Telephone","5213"
"15627","2015","FY2014/15","Community Development","Administration Division","Administrative Services","General Fund","General Funds","General Fund","Expenses","Other Services and Supplies","Other Purchased Services","Cellular Telephone","5213"
"15628","2016","FY2015/16","Community Development","Administration Division","Administrative Services","General Fund","General Funds","General Fund","Expenses","Other Services and Supplies","Other Purchased Services","Telephone","12337"
"15629","2015","FY2014/15","Community Development","Administration Division","Administrative Services","General Fund","General Funds","General Fund","Expenses","Other Services and Supplies","General Supplies","Postage","1000"
"15630","2016","FY2015/16","Community Development","Administration Division","Administrative Services","General Fund","General Funds","General Fund","Expenses","Other Services and Supplies","Other Purchased Services","Other Travel Expenses","2430"
"15631","2015","FY2014/15","Community Development","Administration Division","Administrative Services","General Fund","General Funds","General Fund","Expenses","Other Services and Supplies","Other Purchased Services","Other Travel Expenses","2430"
"15632","2016","FY2015/16","Community Development","Administration Division","Administrative Services","General Fund","General Funds","General Fund","Expenses","Other Services and Supplies","Other Purchased Services","Meals","500"
"15633","2015","FY2014/15","Community Development","Administration Division","Administrative Services","General Fund","General Funds","General Fund","Expenses","Other Services and Supplies","Other Purchased Services","Meals","500"
"15634","2016","FY2015/16","Community Development","Administration Division","Administrative Services","General Fund","General Funds","General Fund","Expenses","Other Services and Supplies","Other Purchased Services","Transportation","7440"
"15635","2015","FY2014/15","Community Development","Administration Division","Administrative Services","General Fund","General Funds","General Fund","Expenses","Other Services and Supplies","Other Purchased Services","Transportation","7440"
"15636","2016","FY2015/16","Community Development","Administration Division","Administrative Services","General Fund","General Funds","General Fund","Expenses","Other Services and Supplies","Other Purchased Services","Printing And Binding","12371"
"15637","2016","FY2015/16","Community Development","Administration Division","Administrative Services","General Fund","General Funds","General Fund","Expenses","Employee Services","Employee Benefits","EPERC","-4448"
"15638","2016","FY2015/16","Community Development","Administration Division","Administrative Services","General Fund","General Funds","General Fund","Expenses","Other Services and Supplies","General Supplies","Office Supplies","17207"
"15639","2015","FY2014/15","Community Development","Administration Division","Administrative Services","General Fund","General Funds","General Fund","Expenses","Other Services and Supplies","General Supplies","Office Supplies","17207"
"15640","2016","FY2015/16","Community Development","Administration Division","Administrative Services","General Fund","General Funds","General Fund","Expenses","Other Services and Supplies","General Supplies","Postage","1000"
"15641","2016","FY2015/16","Community Development","Administration Division","Administrative Services","General Fund","General Funds","General Fund","Revenues","Intergovernmental","Intergovernmental Accounts","Miscellaneous Governmental Revenue","101000"
"15642","2015","FY2014/15","Community Development","Administration Division","Administrative Services","General Fund","General Funds","General Fund","Revenues","Intergovernmental","Intergovernmental Accounts","Miscellaneous Governmental Revenue","101000"
"15643","2016","FY2015/16","Community Development","Administration Division","Administrative Services","General Fund","General Funds","General Fund","Expenses","Employee Services","Employee Benefits","Longevity","1700"
"15644","2015","FY2014/15","Community Development","Administration Division","Administrative Services","General Fund","General Funds","General Fund","Expenses","Employee Services","Employee Benefits","Longevity","1700"
"15645","2016","FY2015/16","Community Development","Administration Division","Administrative Services","General Fund","General Funds","General Fund","Expenses","Employee Services","Earnings","Out Of Class","7500"
"15646","2015","FY2014/15","Community Development","Administration Division","Administrative Services","General Fund","General Funds","General Fund","Expenses","Employee Services","Earnings","Out Of Class","7500"
"15647","2016","FY2015/16","Community Development","Administration Division","Administrative Services","General Fund","General Funds","General Fund","Expenses","Employee Services","Earnings","Overtime","57300"
"15648","2015","FY2014/15","Community Development","Administration Division","Administrative Services","General Fund","General Funds","General Fund","Expenses","Employee Services","Earnings","Overtime","57300"
"15649","2016","FY2015/16","Community Development","Administration Division","Administrative Services","General Fund","General Funds","General Fund","Expenses","Employee Services","Salaries","Regular Hours","1562636"
"15650","2015","FY2014/15","Community Development","Administration Division","Administrative Services","General Fund","General Funds","General Fund","Expenses","Employee Services","Salaries","Regular Hours","1491519"
"15651","2015","FY2014/15","Community Development","Administration Division","Administrative Services","General Fund","General Funds","General Fund","Expenses","Employee Services","Employee Benefits","Deferred Compensation No 1","39535"
"15652","2016","FY2015/16","Community Development","Administration Division","Administrative Services","General Fund","General Funds","General Fund","Expenses","Employee Services","Employee Benefits","PERS Retirement","242693"
"15653","2015","FY2014/15","Community Development","Administration Division","Administrative Services","General Fund","General Funds","General Fund","Expenses","Employee Services","Employee Benefits","PERS Retirement","215062"
"15654","2016","FY2015/16","Community Development","Administration Division","Administrative Services","General Fund","General Funds","General Fund","Expenses","Employee Services","Employee Benefits","Insurance Contribution","186748"
"15655","2015","FY2014/15","Community Development","Administration Division","Administrative Services","General Fund","General Funds","General Fund","Expenses","Employee Services","Employee Benefits","Insurance Contribution","162307"
"15656","2015","FY2014/15","Community Development","Administration Division","Administrative Services","General Fund","General Funds","General Fund","Expenses","Employee Services","Employer Paid Taxes","FICA - OASDI","88809"
"15657","2016","FY2015/16","Community Development","Administration Division","Administrative Services","General Fund","General Funds","General Fund","Expenses","Employee Services","Employee Benefits","Automobile Allowance","22001"
"15658","2015","FY2014/15","Community Development","Administration Division","Administrative Services","General Fund","General Funds","General Fund","Expenses","Employee Services","Employee Benefits","Automobile Allowance","22001"
"15659","2016","FY2015/16","Community Development","Administration Division","Administrative Services","General Fund","General Funds","General Fund","Expenses","Employee Services","Employee Benefits","Bus Passes","1700"
"15660","2015","FY2014/15","Community Development","Administration Division","Administrative Services","General Fund","General Funds","General Fund","Expenses","Employee Services","Employee Benefits","Bus Passes","1700"
"15661","2016","FY2015/16","Community Development","Administration Division","Administrative Services","General Fund","General Funds","General Fund","Expenses","Employee Services","Employee Benefits","Deferred Compensation No 1","40187"
"15662","2016","FY2015/16","Community Development","Administration Division","Administrative Services","General Fund","General Funds","General Fund","Expenses","Employee Services","Employer Paid Taxes","State Unemployment Insurance","3990"
"15663","2015","FY2014/15","Community Development","Administration Division","Administrative Services","General Fund","General Funds","General Fund","Expenses","Employee Services","Employer Paid Taxes","State Unemployment Insurance","3990"
"15664","2016","FY2015/16","Community Development","Administration Division","Administrative Services","General Fund","General Funds","General Fund","Expenses","Employee Services","Employer Paid Taxes","Medicare Insurance","22658"
"15665","2015","FY2014/15","Community Development","Administration Division","Administrative Services","General Fund","General Funds","General Fund","Expenses","Employee Services","Employer Paid Taxes","Medicare Insurance","21627"
"15666","2016","FY2015/16","Community Development","Administration Division","Administrative Services","General Fund","General Funds","General Fund","Expenses","Employee Services","Employer Paid Taxes","FICA - OASDI","94544"
"15667","2016","FY2015/16","Community Development","Administration Division","Administrative Services","General Fund","General Funds","General Fund","Expenses","Other Services and Supplies","General Supplies","Recreational Supplies","200"
"15668","2015","FY2014/15","Community Development","Administration Division","Administrative Services","General Fund","General Funds","General Fund","Expenses","Other Services and Supplies","General Supplies","Recreational Supplies","200"
"15669","2016","FY2015/16","Community Development","Administration Division","Administrative Services","General Fund","General Funds","General Fund","Expenses","Employee Services","Labor Adjustments","Department Reclasses","-3377"
"15670","2016","FY2015/16","Community Development","Administration Division","Administrative Services","General Fund","General Funds","General Fund","Expenses","Employee Services","Labor Adjustments","Base Labor Increase","3377"
"15671","2015","FY2014/15","Community Development","Administration Division","Administrative Services","General Fund","General Funds","General Fund","Expenses","Employee Services","Labor Adjustments","Base Labor Increase","34000"
"15672","2016","FY2015/16","Community Development","Administration Division","Administrative Services","General Fund","General Funds","General Fund","Expenses","Employee Services","Employer Paid Taxes","Worker's Compensation","15626"
"15673","2015","FY2014/15","Community Development","Administration Division","Administrative Services","General Fund","General Funds","General Fund","Expenses","Employee Services","Employer Paid Taxes","Worker's Compensation","14915"
"15674","2015","FY2014/15","Community Development","Administration Division","Administrative Services","General Fund","General Funds","General Fund","Expenses","Other Services and Supplies","Books and Periodicals","Books & Periodicals","650"
"15675","2016","FY2015/16","Community Development","Administration Division","Administrative Services","General Fund","General Funds","General Fund","Expenses","Other Services and Supplies","Food","Food - Official Hospitality","200"
"15676","2015","FY2014/15","Community Development","Administration Division","Administrative Services","General Fund","General Funds","General Fund","Expenses","Other Services and Supplies","Food","Food - Official Hospitality","200"
"15677","2016","FY2015/16","Community Development","Administration Division","Administrative Services","General Fund","General Funds","General Fund","Expenses","Other Services and Supplies","Food","Food - Food Programs","1000"
"15678","2015","FY2014/15","Community Development","Administration Division","Administrative Services","General Fund","General Funds","General Fund","Expenses","Other Services and Supplies","Food","Food - Food Programs","1000"
"15679","2016","FY2015/16","Community Development","Administration Division","Administrative Services","General Fund","General Funds","General Fund","Expenses","Other Services and Supplies","Energy and Fuel","Utilities Exp","4400"
"15680","2015","FY2014/15","Community Development","Administration Division","Administrative Services","General Fund","General Funds","General Fund","Expenses","Other Services and Supplies","Energy and Fuel","Utilities Exp","4400"
"15681","2016","FY2015/16","Community Development","Administration Division","Administrative Services","General Fund","General Funds","General Fund","Expenses","Other Services and Supplies","General Supplies","Computer Software","2300"
"15682","2015","FY2014/15","Community Development","Administration Division","Administrative Services","General Fund","General Funds","General Fund","Expenses","Other Services and Supplies","General Supplies","Computer Software","2300"
"15683","2016","FY2015/16","Community Development","Administration Division","Administrative Services","General Fund","General Funds","General Fund","Expenses","Other Services and Supplies","General Supplies","Computer Supplies","49709"
"15684","2015","FY2014/15","Community Development","Administration Division","Administrative Services","General Fund","General Funds","General Fund","Expenses","Other Services and Supplies","General Supplies","Computer Supplies","49709"
"15685","2016","FY2015/16","Community Development","Administration Division","Administrative Services","General Fund","General Funds","General Fund","Expenses","City Property","Property Accounts","Computer Equipment","8400"
"15686","2015","FY2014/15","Community Development","Administration Division","Administrative Services","General Fund","General Funds","General Fund","Expenses","City Property","Property Accounts","Computer Equipment","8400"
"15687","2016","FY2015/16","Community Development","Administration Division","Administrative Services","General Fund","General Funds","General Fund","Expenses","City Property","Property Accounts","Furniture And Fixture","14000"
"15688","2015","FY2014/15","Community Development","Administration Division","Administrative Services","General Fund","General Funds","General Fund","Expenses","City Property","Property Accounts","Furniture And Fixture","14000"
"15689","2016","FY2015/16","Community Development","Administration Division","Administrative Services","General Fund","General Funds","General Fund","Expenses","Other Services and Supplies","Other Objects","Memberships Licenses and Dues","250"
"15690","2015","FY2014/15","Community Development","Administration Division","Administrative Services","General Fund","General Funds","General Fund","Expenses","Other Services and Supplies","Other Objects","Memberships Licenses and Dues","250"
"15691","2016","FY2015/16","Community Development","Administration Division","Administrative Services","General Fund","General Funds","General Fund","Expenses","Other Services and Supplies","Books and Periodicals","Subscriptions And Publications","300"
"15692","2015","FY2014/15","Community Development","Administration Division","Administrative Services","General Fund","General Funds","General Fund","Expenses","Other Services and Supplies","Books and Periodicals","Subscriptions And Publications","300"
"15693","2016","FY2015/16","Community Development","Administration Division","Administrative Services","General Fund","General Funds","General Fund","Expenses","Other Services and Supplies","Books and Periodicals","Books & Periodicals","650"
"15694","2016","FY2015/16","Community Development","Administration Division","Administrative Services","General Fund","General Funds","General Fund","Expenses","Other Services and Supplies","Purchased Prof and Tech Svcs","Management Consulting","5000"
"15695","2015","FY2014/15","Community Development","Administration Division","Administrative Services","General Fund","General Funds","General Fund","Expenses","Other Services and Supplies","Purchased Prof and Tech Svcs","Management Consulting","5000"
"15696","2016","FY2015/16","Community Development","Administration Division","Administrative Services","General Fund","General Funds","General Fund","Expenses","Labor and Supply Offset","Interfund Reimbursement","CIP Labor Reimbursement - CR","-106348"
"15697","2016","FY2015/16","Community Development","Administration Division","Administrative Services","General Fund","General Funds","General Fund","Expenses","Labor and Supply Offset","Interfund Reimbursement","CIP Labor Reimbursement - CR","-34402"
"15698","2015","FY2014/15","Community Development","Administration Division","Administrative Services","General Fund","General Funds","General Fund","Expenses","Labor and Supply Offset","Interfund Reimbursement","CIP Labor Reimbursement - CR","-106348"
"15699","2016","FY2015/16","Community Development","Administration Division","Administrative Services","General Fund","General Funds","General Fund","Expenses","Labor and Supply Offset","Interfund SerProvided","Central Services Mail Charges","1600"
"15700","2015","FY2014/15","Community Development","Administration Division","Administrative Services","General Fund","General Funds","General Fund","Expenses","Labor and Supply Offset","Interfund SerProvided","Central Services Mail Charges","1600"
"15701","2016","FY2015/16","Community Development","Administration Division","Administrative Services","General Fund","General Funds","General Fund","Expenses","Other Services and Supplies","Purchased Prof and Tech Svcs","Clerical Services","1500"
"15702","2015","FY2014/15","Community Development","Administration Division","Administrative Services","General Fund","General Funds","General Fund","Expenses","Other Services and Supplies","Purchased Prof and Tech Svcs","Clerical Services","1500"
"15703","2016","FY2015/16","Community Development","Administration Division","Administrative Services","General Fund","General Funds","General Fund","Expenses","Other Services and Supplies","Purchased Prof and Tech Svcs","Other Professional Services","127999"
"15704","2015","FY2014/15","Community Development","Administration Division","Administrative Services","General Fund","General Funds","General Fund","Expenses","Other Services and Supplies","Purchased Prof and Tech Svcs","Other Professional Services","127999"
"15705","2016","FY2015/16","Community Development","Customer Service Division","Customer Service","General Fund","General Funds","General Fund","Expenses","Employee Services","Employee Benefits","Longevity","600"
"15706","2015","FY2014/15","Community Development","Customer Service Division","Customer Service","General Fund","General Funds","General Fund","Expenses","Other Services and Supplies","General Supplies","Office Supplies","9800"
"15707","2016","FY2015/16","Community Development","Customer Service Division","Customer Service","General Fund","General Funds","General Fund","Expenses","Employee Services","Earnings","Out Of Class","5000"
"15708","2015","FY2014/15","Community Development","Customer Service Division","Customer Service","General Fund","General Funds","General Fund","Expenses","Employee Services","Earnings","Out Of Class","5000"
"15709","2016","FY2015/16","Community Development","Customer Service Division","Customer Service","General Fund","General Funds","General Fund","Expenses","Employee Services","Earnings","Overtime","25200"
"15710","2015","FY2014/15","Community Development","Customer Service Division","Customer Service","General Fund","General Funds","General Fund","Expenses","Employee Services","Earnings","Overtime","25200"
"15711","2016","FY2015/16","Community Development","Customer Service Division","Customer Service","General Fund","General Funds","General Fund","Expenses","Employee Services","Salaries","Regular Hours","1399933"
"15712","2015","FY2014/15","Community Development","Customer Service Division","Customer Service","General Fund","General Funds","General Fund","Expenses","Employee Services","Salaries","Regular Hours","823323"
"15713","2015","FY2014/15","Community Development","Customer Service Division","Customer Service","General Fund","General Funds","General Fund","Expenses","Employee Services","Employee Benefits","Deferred Compensation No 1","13655"
"15714","2016","FY2015/16","Community Development","Customer Service Division","Customer Service","General Fund","General Funds","General Fund","Expenses","Employee Services","Employee Benefits","PERS Retirement","217424"
"15715","2015","FY2014/15","Community Development","Customer Service Division","Customer Service","General Fund","General Funds","General Fund","Expenses","Employee Services","Employee Benefits","PERS Retirement","118715"
"15716","2016","FY2015/16","Community Development","Customer Service Division","Customer Service","General Fund","General Funds","General Fund","Expenses","Employee Services","Employee Benefits","Insurance Contribution","216926"
"15717","2015","FY2014/15","Community Development","Customer Service Division","Customer Service","General Fund","General Funds","General Fund","Expenses","Employee Services","Employee Benefits","Insurance Contribution","118534"
"15718","2015","FY2014/15","Community Development","Customer Service Division","Customer Service","General Fund","General Funds","General Fund","Expenses","Employee Services","Employer Paid Taxes","FICA - OASDI","51046"
